event_id,user_id,event_type,event_timestamp,platform
10000580,7913744,signup,"2023-12-20 01:00:59.102669",android
10000826,9683376,signup,"2024-07-20 00:11:35.542001",ios
10001018,7389690,signup,"2023-09-13 23:25:08.534679",android
10001408,8766074,kyc_approved,"2024-11-19 09:17:06.998761",web
10001654,4211407,first_deposit,"2024-10-15 23:40:37.857989",ios
10002810,8144013,first_deposit,"2023-07-22 12:23:16.866083",ios
10003137,9815282,kyc_submitted,"2023-11-22 18:21:38.647109",web
10003252,9913613,kyc_approved,"2024-03-22 22:49:29.452729",web
10003623,7062903,signup,"2024-08-29 22:21:08.933246",web
10004276,9946694,kyc_submitted,"2023-08-10 00:49:21.559105",ios
10004551,1328821,plan_selected,"2023-08-13 16:47:32.829008",android
10005531,9783406,email_verified,"2024-06-16 16:44:57.563926",android
10005772,4114659,signup,"2024-04-02 20:22:47.481176",ios
10005817,7194868,first_deposit,"2024-08-06 14:14:59.522518",android
10006133,5589369,kyc_submitted,"2024-09-01 04:31:33.698966",android
10006495,5294539,kyc_submitted,"2024-12-07 10:34:10.132778",web
10006556,5065183,kyc_submitted,"2024-02-13 14:21:39.800468",android
10006941,9652831,email_verified,"2024-11-08 12:58:48.547184",android
10007270,6212360,signup,"2024-03-17 10:06:14.893899",ios
10007333,4672277,kyc_approved,"2024-08-22 23:43:44.098659",ios
10007708,2935772,plan_selected,"2024-06-22 15:10:56.712016",ios
10008335,6311154,kyc_submitted,"2024-10-15 03:23:21.248003",ios
10008464,7589154,kyc_approved,"2023-05-06 19:10:28.133720",android
10009772,6934385,signup,"2024-08-10 08:18:15.200532",android
10009979,8998883,email_verified,"2024-01-17 15:06:32.168277",ios
10010711,4018439,kyc_submitted,"2024-11-20 15:12:20.558508",android
10010814,5460276,signup,"2024-09-06 16:04:59.759080",ios
10011329,4346386,plan_selected,"2023-12-21 08:46:38.748411",android
10011564,3887757,plan_selected,"2024-04-25 03:18:48.603349",android
10013957,5461595,email_verified,"2024-02-02 12:57:42.386292",android
10014058,9852545,bank_linked,"2024-01-05 02:49:20.737741",android
10014389,6641379,subscribed,"2024-11-14 22:21:12.799366",ios
10014753,2742166,signup,"2024-04-18 11:29:40.180980",ios
10015033,7428099,subscribed,"2024-11-12 07:36:21.985890",web
10016144,4053407,kyc_submitted,"2024-08-22 04:03:59.747352",android
10017372,1825782,email_verified,"2024-10-01 06:08:59.005834",ios
10017423,3365885,first_deposit,"2024-10-07 03:43:55.814412",web
10018513,9625044,kyc_submitted,"2024-05-18 21:49:39.032193",android
10018921,7691891,kyc_approved,"2024-01-10 15:08:23.394303",ios
10019126,3694287,email_verified,"2023-10-20 14:44:18.650694",ios
10019207,6971143,plan_selected,"2024-11-21 07:22:09.533047",ios
10019479,8413023,kyc_approved,"2024-02-14 00:24:54.192897",web
10019500,4939625,email_verified,"2024-04-08 12:09:12.268519",android
10019990,6283422,plan_selected,"2024-11-03 01:59:39.503686",web
10020427,3465596,kyc_approved,"2023-12-03 14:53:00.295583",web
10020520,7299492,signup,"2024-11-09 04:20:23.269275",ios
10022013,9036837,first_deposit,"2024-07-12 07:28:39.627238",android
10022642,7726451,email_verified,"2024-12-15 15:00:10.540396",android
10022718,7497127,email_verified,"2023-11-07 04:42:21.455735",web
10022781,6972872,kyc_approved,"2023-07-29 04:12:04.411657",android
10022974,5989904,first_deposit,"2024-07-16 09:14:47.715027",web
10023375,3597979,plan_selected,"2023-10-28 20:55:52.788377",web
10023398,9692832,signup,"2024-05-17 15:06:57.929970",android
10023802,9955118,email_verified,"2024-08-12 04:51:18.669124",ios
10024630,4352214,kyc_submitted,"2023-07-13 05:03:22.015393",ios
10026452,4353030,kyc_approved,"2024-11-09 22:03:58.689798",ios
10026820,5991536,kyc_submitted,"2023-12-24 09:44:35.183742",ios
10027396,2059622,plan_selected,"2023-12-21 09:49:37.978477",web
10027683,2518560,plan_selected,"2024-11-21 09:32:11.657900",web
10028156,4452097,signup,"2024-12-28 22:11:00.495341",ios
10028252,7466780,plan_selected,"2024-08-17 21:21:12.696316",ios
10029088,9302089,signup,"2024-09-20 17:35:30.394217",ios
10029138,7073877,first_deposit,"2023-04-17 07:27:18.496091",android
10030089,9597494,kyc_approved,"2024-07-03 16:54:16.963400",web
10030167,9171548,email_verified,"2024-07-29 05:52:23.958678",web
10030197,2224744,bank_linked,"2024-12-30 17:16:44.588014",web
10030212,3469930,first_deposit,"2024-02-21 05:12:03.154968",android
10030544,4256505,kyc_submitted,"2023-10-20 19:53:56.722970",android
10030841,8745863,first_deposit,"2023-12-31 23:14:32.665831",web
10031222,1995791,signup,"2024-01-31 06:39:28.864523",web
10031935,8189204,signup,"2023-04-17 18:32:56.539957",android
10031937,1635605,email_verified,"2023-10-16 20:39:34.433906",ios
10031995,5305665,bank_linked,"2024-08-15 20:35:46.227872",ios
10032317,1865139,bank_linked,"2024-05-30 22:22:44.835356",web
10032627,5928476,bank_linked,"2023-08-23 01:47:56.817458",web
10032714,1865256,first_deposit,"2024-06-07 04:47:36.497650",ios
10033059,8451747,kyc_submitted,"2024-09-05 03:26:52.172265",ios
10033321,9434858,email_verified,"2024-06-28 13:55:34.515312",android
10035333,3013148,plan_selected,"2023-02-10 22:11:03.961998",ios
10035653,2554510,bank_linked,"2024-12-08 14:59:42.104191",web
10035723,9403037,signup,"2024-12-05 01:00:43.185972",android
10036014,5896986,kyc_approved,"2024-09-03 17:32:42.488594",android
10036022,3570466,signup,"2024-10-08 23:52:52.500308",web
10036196,9337735,signup,"2023-03-21 17:59:17.080254",web
10036232,7043995,signup,"2024-11-13 08:49:48.153792",ios
10036439,2685996,subscribed,"2024-06-24 18:24:21.529580",android
10036605,3800174,kyc_approved,"2024-12-07 03:43:28.474559",android
10036637,9862264,plan_selected,"2024-07-16 17:59:49.869803",ios
10036738,1506453,kyc_approved,"2024-06-11 10:16:23.930078",ios
10037301,1211830,email_verified,"2024-09-22 11:23:52.082589",ios
10037338,9010643,email_verified,"2024-08-09 00:22:51.185972",ios
10037420,3636722,email_verified,"2024-04-25 01:24:21.469356",ios
10037432,3636722,first_deposit,"2024-04-29 13:37:35.127384",android
10037490,2162189,plan_selected,"2024-08-27 10:02:15.810079",android
10037632,7077449,signup,"2024-09-02 04:29:34.789545",ios
10037864,6094502,bank_linked,"2024-08-24 21:43:20.096632",ios
10038729,3080154,signup,"2024-03-28 18:30:37.021643",android
10040024,7128420,subscribed,"2024-12-10 00:02:00.000000",ios
10486034,6193278,email_verified,"2024-05-17 20:54:35.990093",android
10486136,2752683,kyc_approved,"2024-12-24 05:10:36.962796",ios
10486471,5603623,subscribed,"2023-05-22 00:35:06.151933",ios
10486923,1638922,email_verified,"2024-04-05 01:05:49.111862",web
10487109,1966649,email_verified,"2024-07-22 17:30:15.155313",ios
10488374,2393196,kyc_approved,"2023-04-16 10:10:22.867425",ios
10489326,1705475,plan_selected,"2024-08-27 22:47:19.233431",ios
10489568,3180139,kyc_submitted,"2024-03-15 20:56:50.917915",web
10490052,4982588,plan_selected,"2025-01-04 09:18:59.588023",ios
10490127,3245909,plan_selected,"2024-01-03 19:17:00.544967",web
10490490,9177039,bank_linked,"2024-11-30 14:21:46.718001",web
10490641,5900318,bank_linked,"2024-09-20 16:52:27.171213",web
10490961,5703855,plan_selected,"2023-10-13 14:00:21.954776",web
10492159,7932667,bank_linked,"2024-06-14 14:36:58.982980",web
10492317,4033349,email_verified,"2024-08-10 21:31:42.816625",android
10493628,2854165,signup,"2023-09-05 00:00:18.248293",ios
10494042,6491590,kyc_submitted,"2023-09-13 11:18:43.473266",web
10494208,3247680,first_deposit,"2024-11-01 04:40:55.518762",android
10494372,2985588,plan_selected,"2024-01-28 08:27:48.858564",web
10495020,1019675,email_verified,"2024-06-04 03:58:49.957735",web
10495347,5377987,kyc_submitted,"2023-05-25 04:14:34.130796",android
10495476,7081950,signup,"2024-02-09 14:41:30.978866",android
10495517,2199529,plan_selected,"2023-05-01 11:20:46.983609",web
10495584,7278602,email_verified,"2023-03-23 11:57:09.834864",web
10495845,5705815,email_verified,"2024-05-31 09:39:25.573463",ios
10497531,4788963,signup,"2024-07-14 05:31:17.542166",android
10497813,2954109,first_deposit,"2024-04-29 20:22:28.137442",android
10498829,9704813,first_deposit,"2024-02-19 01:51:19.487543",ios
10498858,8983939,bank_linked,"2024-11-11 02:58:32.853415",web
10499165,3773939,signup,"2024-04-17 15:01:51.282817",ios
10499238,7869989,subscribed,"2024-04-26 05:30:02.997433",ios
10501195,9214372,signup,"2024-11-11 06:13:06.697936",ios
10502049,3513024,kyc_approved,"2023-09-27 18:07:44.576324",ios
10502157,6134544,kyc_submitted,"2023-04-14 10:32:33.059038",ios
10503316,9411883,email_verified,"2024-09-01 07:10:38.556520",web
10503739,2727408,kyc_submitted,"2023-10-23 20:16:20.277344",web
10504012,8691332,subscribed,"2024-10-20 23:41:30.182552",android
10504437,1220326,signup,"2024-11-07 07:56:51.772808",android
10504834,8396665,kyc_submitted,"2024-02-03 13:58:16.901858",web
10505021,6168554,email_verified,"2024-03-06 15:02:30.798981",android
10505235,3383366,signup,"2024-05-07 07:46:34.466488",ios
10505893,7643433,bank_linked,"2023-11-02 02:41:16.575266",web
10505910,4301106,email_verified,"2024-10-12 13:11:52.429834",web
10506000,5513552,signup,"2024-03-02 01:43:51.231651",ios
10506316,6300101,subscribed,"2024-10-12 12:55:02.440452",ios
10506633,5022261,first_deposit,"2023-07-10 09:19:25.087458",android
10506902,9740973,signup,"2024-02-20 19:19:02.132937",web
10507150,8200987,kyc_submitted,"2023-11-20 12:27:57.415111",web
10507805,6759420,signup,"2024-11-10 12:44:27.611249",android
10507831,7742471,plan_selected,"2023-09-25 05:41:37.148371",ios
10509094,7579137,kyc_submitted,"2023-10-22 03:55:33.729014",android
10509199,8365624,signup,"2024-09-17 21:57:58.063529",android
10509431,8169158,bank_linked,"2024-06-21 08:06:19.496808",web
10509441,8169158,subscribed,"2024-07-01 17:09:41.179624",web
10509800,6072148,subscribed,"2024-03-16 12:46:46.483302",android
10510309,1353791,kyc_approved,"2024-11-28 01:33:27.416823",ios
10510819,1321199,first_deposit,"2024-10-17 18:33:46.186719",android
10510904,9480473,plan_selected,"2023-12-28 12:32:32.625779",android
10511050,1517961,email_verified,"2023-11-28 07:04:56.309080",ios
10511723,4205228,bank_linked,"2024-03-17 03:39:47.020271",ios
10511729,5221038,kyc_submitted,"2024-07-05 20:46:04.256466",android
10512185,5385010,signup,"2024-11-24 02:35:26.599798",ios
10512586,9022417,plan_selected,"2024-04-11 18:17:18.829014",android
10512615,5024733,kyc_approved,"2024-09-03 22:58:25.284643",ios
10512788,2960391,kyc_approved,"2024-12-11 20:39:32.337498",android
10513991,1125851,bank_linked,"2023-04-05 12:07:26.366582",web
10515299,1224695,plan_selected,"2023-11-19 10:24:41.806538",web
10516175,4600200,kyc_submitted,"2024-11-17 22:25:05.543143",android
10516735,2241082,bank_linked,"2024-09-12 05:39:58.169892",android
10517149,2831094,signup,"2024-07-03 17:22:50.998669",web
10517219,1913605,kyc_approved,"2024-04-06 16:00:38.421934",ios
10517380,6271810,email_verified,"2024-08-16 00:34:01.462806",ios
10517555,4830121,kyc_approved,"2024-03-18 02:22:33.486645",ios
10517807,6796260,signup,"2024-09-07 15:44:28.878185",android
10519471,2504329,kyc_approved,"2024-02-20 10:41:49.876219",android
10519815,4011786,bank_linked,"2024-03-27 07:04:31.323702",web
10519900,8402731,subscribed,"2024-04-10 02:28:00.615508",web
10520297,9844712,bank_linked,"2024-11-13 07:58:13.243824",web
10520890,5191896,subscribed,"2024-05-17 15:22:17.848886",android
10521253,5552538,email_verified,"2024-09-08 19:18:31.982438",ios
10521509,7911957,signup,"2024-05-27 21:30:47.622716",web
10522452,1719407,signup,"2023-11-12 10:36:11.515522",web
10522977,4210016,kyc_submitted,"2024-07-20 15:24:15.292631",android
10523568,6569634,subscribed,"2023-09-28 07:07:01.951942",ios
10523599,5062316,kyc_approved,"2024-08-10 14:32:19.320597",ios
10523664,2014929,email_verified,"2024-06-16 06:56:18.450747",android
10523716,2539219,email_verified,"2024-07-24 06:32:56.435094",ios
10524557,9158781,bank_linked,"2024-06-04 00:08:33.625311",android
10524901,5423408,email_verified,"2024-05-11 02:07:03.977256",android
10524908,4931895,signup,"2023-11-25 00:07:57.792735",web
10525802,5063309,first_deposit,"2024-05-20 01:33:03.434511",ios
10526468,1065867,kyc_approved,"2024-07-07 01:29:47.687978",ios
10527114,1688725,plan_selected,"2023-09-16 06:04:32.054766",ios
10529174,7030613,signup,"2024-09-07 12:56:59.929881",ios
10529804,4311149,kyc_submitted,"2024-03-04 02:59:45.642675",android
10530544,4049316,kyc_approved,"2023-10-12 12:03:16.530187",ios
10530722,3361216,first_deposit,"2024-03-28 03:06:26.555638",android
10531696,1624913,subscribed,"2023-12-22 10:45:32.386139",android
10532345,9555080,signup,"2024-06-09 00:12:42.548615",ios
10532443,5262511,email_verified,"2024-02-11 02:38:15.198701",ios
10532514,2575557,signup,"2024-02-28 07:08:12.450940",ios
10533214,2706930,signup,"2023-06-30 00:35:29.251049",android
10533343,2707017,kyc_approved,"2023-10-25 19:10:33.626150",web
10533601,7491280,email_verified,"2024-03-02 08:37:03.832303",web
10533811,9391893,kyc_approved,"2024-08-13 01:32:11.816546",ios
10533963,5623636,signup,"2023-08-09 09:35:38.804717",ios
10534569,2379904,bank_linked,"2024-09-02 18:41:43.727530",web
10534611,3723408,kyc_approved,"2024-11-26 14:05:41.096011",android
10534983,4411647,bank_linked,"2023-07-21 19:38:31.558538",ios
10535030,9556255,first_deposit,"2023-11-22 04:42:44.250992",ios
10535420,1364446,signup,"2024-06-11 14:37:38.437324",ios
10535801,1593975,plan_selected,"2024-11-30 00:41:04.917431",web
10535858,3887757,subscribed,"2024-04-28 18:10:30.708571",web
10536185,6116176,kyc_submitted,"2023-08-06 12:30:20.002439",ios
10537267,5461213,kyc_submitted,"2023-08-24 19:55:51.236754",ios
10537460,3429700,bank_linked,"2024-03-21 22:35:06.958583",ios
10537986,4970001,subscribed,"2024-04-13 03:35:55.802225",ios
10538513,3659440,signup,"2024-10-09 17:50:42.390151",ios
10538700,5396208,signup,"2023-12-29 10:29:29.115028",ios
10538744,7165706,kyc_submitted,"2024-07-24 20:40:40.590757",android
10539262,7395300,first_deposit,"2024-03-08 09:04:26.509923",web
10541646,3234805,kyc_submitted,"2024-06-08 15:54:54.258255",android
10542899,9559531,signup,"2023-03-30 13:14:42.274450",ios
10543608,8052514,email_verified,"2024-10-14 10:03:45.184950",ios
10543636,8249127,bank_linked,"2024-07-13 04:24:05.282749",android
10544350,6119641,email_verified,"2024-09-25 05:13:16.088163",web
10545287,2515554,email_verified,"2024-11-21 21:09:00.949311",ios
10545714,8643374,bank_linked,"2023-12-05 19:42:12.962044",ios
10545738,4612914,kyc_submitted,"2023-10-15 14:00:40.663184",android
10546138,8840130,email_verified,"2024-07-20 20:54:32.736707",android
10546456,9659522,kyc_approved,"2024-12-01 04:44:40.239769",ios
10548367,2877329,signup,"2024-12-04 08:42:21.593177",ios
10548704,7759991,signup,"2023-08-10 17:20:32.075577",web
10549210,2779472,kyc_submitted,"2024-08-31 23:20:25.847613",ios
10550414,7695233,subscribed,"2023-04-12 01:20:53.679017",web
10551195,9694353,signup,"2024-09-14 01:24:36.972133",ios
10551220,8088727,signup,"2024-11-08 05:43:36.927868",web
10552126,1273452,signup,"2023-09-10 16:20:07.241624",android
10552358,5926622,email_verified,"2023-11-19 14:43:19.811175",android
10552890,8581002,plan_selected,"2024-10-21 03:37:20.991997",ios
10553263,7139353,signup,"2024-11-21 14:07:51.002994",ios
10553308,5074999,signup,"2024-09-02 16:34:56.547629",web
10553851,4649244,kyc_submitted,"2023-11-26 06:23:14.608271",ios
10554062,7336356,first_deposit,"2024-12-15 23:59:27.893266",web
10554454,9171548,signup,"2024-07-28 08:30:27.482609",android
10555208,1110957,bank_linked,"2024-04-03 20:20:34.840349",ios
10555273,4486082,kyc_submitted,"2024-11-23 23:53:05.310947",ios
10555319,1045475,email_verified,"2024-02-22 22:07:42.649518",ios
10555339,6124524,kyc_submitted,"2023-11-02 18:06:53.781218",android
10555776,7435389,first_deposit,"2024-08-01 22:38:49.811355",ios
10555789,1012879,kyc_submitted,"2024-09-23 16:27:04.965464",web
10556490,8353172,signup,"2023-09-11 02:16:21.651751",web
10558009,6453174,plan_selected,"2024-07-20 09:34:49.684888",android
10558392,5601318,kyc_approved,"2023-07-13 15:24:53.383534",ios
10558705,7436446,kyc_submitted,"2024-09-21 23:22:54.102409",ios
10559882,7535223,email_verified,"2024-10-09 02:46:35.163861",ios
10560180,1964795,bank_linked,"2024-01-26 17:04:18.132517",ios
10560323,8256300,signup,"2024-01-03 19:55:42.124394",web
10560368,3275598,kyc_approved,"2023-07-01 08:05:47.231794",web
10560836,1211463,plan_selected,"2023-12-15 14:05:38.565368",android
10561116,6782197,signup,"2024-02-02 22:48:26.324648",ios
10561126,4455673,signup,"2024-02-15 10:01:54.945083",ios
10561783,7437845,email_verified,"2024-03-26 00:54:33.973238",ios
10562276,4882149,signup,"2024-08-09 20:40:44.592600",android
10563667,4739469,kyc_approved,"2024-02-26 05:23:17.538758",ios
11010149,6881344,bank_linked,"2024-08-06 07:41:26.513265",ios
11010316,1769598,kyc_approved,"2024-11-03 02:34:39.954328",ios
11010426,2752683,bank_linked,"2024-12-29 14:38:53.698927",ios
11010919,5439850,kyc_submitted,"2023-06-09 05:09:51.660977",ios
11010993,9109916,kyc_approved,"2023-12-18 04:41:31.499494",ios
11012147,2950013,signup,"2024-11-10 11:23:44.770783",ios
11012658,2393196,kyc_submitted,"2023-04-14 20:47:35.280674",ios
11013716,3507743,signup,"2024-06-17 14:06:24.769990",android
11014045,3901092,plan_selected,"2024-12-28 04:54:49.551191",ios
