event_id,user_id,event_type,event_timestamp,platform
17883460,2350816,email_verified,2024-12-22 01:21:09.705958,android
89143224,2135964,kyc_approved,2024-08-11 05:39:47.295309,ios
54036178,4372455,signup,2024-08-04 07:15:49.375995,ios
22598797,6445315,bank_linked,2024-02-15 21:58:30.680435,ios
84463501,2348894,signup,2024-04-08 09:25:22.546675,ios
66109370,7524559,KYC_APPROVED,2024-08-20 12:42:59.344436,ios
22041655,3842894,bank_linked,2023-09-29 14:11:42.534261,ios
32558182,8246813,kyc_submitted,2024-03-03 17:33:49.291864,web
70796276,5414084,email_verified,2024-03-15 10:23:06.681673,ios
88663610,2679161,signup,2023-12-30 10:48:11.206099,android
21538873,4769457,plan_selected,2024-07-21 05:52:00.857326,android
36759861,6316741,email_verified,2024-10-23 13:53:03.652481,ios
57185196,6569634,bank_linked,2023-09-19 13:19:45.774992,android
93888622,3982410,plan_selected,2023-07-08 11:24:08.488778,ios
90779143,3276787,kyc_submitted,2024-12-12 22:51:04.101049,ios
71828003,3702994,First deposit,2024-11-06 02:41:28.161670,web
21550352,6969677,kyc_submitted,2024-09-06 14:50:45.364401,web
54054812,7034722,subscribed,2024-10-24 14:56:49.892128,web
96017644,7436446,email_verified,2024-09-21 17:09:23.859536,ios
17310489,3575508,kyc_submitted,2023-11-19 19:26:42.848159,android
32547915,3949908,email_verified,2023-03-31 08:02:37.185365,android
97535127,1973548,signup,2024-12-12 17:41:30.040734,ios
65580106,9914501,kyc_submitted,2024-11-08 11:15:02.028580,ios
41987224,8997043,signup,2023-05-04 14:18:12.915290,ios
67642386,7999244,BANK_LINKED,2024-06-15 09:49:36.286380,ios
96520524,4478192,bank_linked,2024-07-07 15:04:33.083029,android
98631699,1862839,bank_linked,2024-01-25 07:19:34.366387,web
50934133,4631171,email_verified,2024-04-06 20:05:30.387460,ios
38863265,3468665,subscribed,2025-01-03 11:24:29.202257,android
47772930,9037821,email_verified,2024-12-31 10:51:53.659800,android
98100250,7200853,kyc_submitted,2023-08-19 02:08:57.312811,ios
31535056,4764993,plan_selected,2024-11-09 01:56:14.084374,ios
56658921,4438618,signup,2024-12-15 19:39:47.181742,android
88682121,1237068,signup,2024-04-12 10:58:31.533406,web
31511844,9656691,signup,2024-11-15 19:02:52.440594,web
49857628,1135370,banklinked,2024-04-22 18:27:10.902709,web
62453308,5171364,signup,2024-02-25 23:04:59.896449,ios
